scaffold_id	locus	v_calls	j_calls	n_pad
TRA_488	TRA	TRAV9-1*01	TRAJ13*01	0
TRA_489	TRA	TRAV9-1*01	TRAJ22*01	0
TRA_490	TRA	TRAV9-1*01	TRAJ15*01	0
TRA_491	TRA	TRAV9-1*01	TRAJ52*01	0
TRA_492	TRA	TRAV9-1*01	TRAJ26*01	0
TRA_493	TRA	TRAV9-1*01	TRAJ25*02	0
TRA_494	TRA	TRAV9-1*01	TRAJ25*01	0
TRA_495	TRA	TRAV9-1*01	TRAJ43*01	0
TRA_496	TRA	TRAV9-1*01	TRAJ35*02	0
TRA_497	TRA	TRAV9-1*01	TRAJ53*01	0
TRA_498	TRA	TRAV9-1*01	TRAJ31*02	0
TRA_499	TRA	TRAV9-1*01	TRAJ31*01	0
TRA_500	TRA	TRAV9-1*01	TRAJ29*01	0
TRA_501	TRA	TRAV9-1*01	TRAJ6*01	1
TRA_502	TRA	TRAV9-1*01	TRAJ49*01	1
TRA_503	TRA	TRAV9-1*01	TRAJ45*02	1
TRA_504	TRA	TRAV9-1*01	TRAJ32*02	1
TRA_505	TRA	TRAV9-1*01	TRAJ35*01	1
TRA_506	TRA	TRAV9-1*01	TRAJ7*01	1
TRA_507	TRA	TRAV9-1*01	TRAJ5*01	1
TRA_508	TRA	TRAV9-1*01	TRAJ12*01	1
TRA_509	TRA	TRAV9-1*01	TRAJ41*01	1
TRA_510	TRA	TRAV9-1*01	TRAJ42*01	2
TRA_511	TRA	TRAV9-1*01	TRAJ9*02	2
TRA_512	TRA	TRAV9-1*01	TRAJ9*01	2
TRA_513	TRA	TRAV9-1*01	TRAJ19*01	2
TRA_514	TRA	TRAV9-1*01	TRAJ16*01	2
TRA_515	TRA	TRAV9-1*01	TRAJ48*01	2
TRA_516	TRA	TRAV9-1*01	TRAJ12*02	2
TRA_517	TRA	TRAV9-1*01	TRAJ40*01	2
TRA_518	TRA	TRAV9-1*01	TRAJ44*01	2
TRA_519	TRA	TRAV9-1*01	TRAJ42*02	2
TRA_520	TRA	TRAV9-1*01	TRAJ34*02	2
TRA_521	TRA	TRAV9-1*01	TRAJ34*01	2
TRA_523	TRA	TRAV9-1*01	TRAJ24*02	2
TRA_524	TRA	TRAV9-1*01	TRAJ27*01	1
TRA_525	TRA	TRAV9-1*01	TRAJ38*01	1
TRA_526	TRA	TRAV9-1*01	TRAJ28*01	1
TRA_527	TRA	TRAV9-1*01	TRAJ24*01	1
TRA_528	TRA	TRAV9-1*01	TRAJ30*01	1
TRA_529	TRA	TRAV9-1*01	TRAJ11*01	1
TRA_530	TRA	TRAV9-1*01	TRAJ37*01	0
TRA_531	TRA	TRAV9-1*01	TRAJ18*01	0
TRA_532	TRA	TRAV9-1*01	TRAJ50*01	0
TRA_533	TRA	TRAV9-1*01	TRAJ21*02	0
TRA_534	TRA	TRAV9-1*01	TRAJ39*01	0
TRA_535	TRA	TRAV9-1*01	TRAJ45*01	0
TRA_536	TRA	TRAV9-1*01	TRAJ2*01	0
TRA_537	TRA	TRAV9-1*01	TRAJ57*01	0
TRA_538	TRA	TRAV9-1*01	TRAJ23*01	0
TRA_539	TRA	TRAV9-1*01	TRAJ32*01	0
TRA_540	TRA	TRAV9-1*01	TRAJ17*01	0
TRA_541	TRA	TRAV9-1*01	TRAJ47*01	0
TRA_542	TRA	TRAV9-1*01	TRAJ58*01	0
TRA_543	TRA	TRAV9-1*01	TRAJ47*02	0
TRA_544	TRA	TRAV9-1*01	TRAJ33*01	0
TRA_545	TRA	TRAV9-1*01	TRAJ56*01	0
TRA_546	TRA	TRAV9-1*01	TRAJ21*01	0
TRA_547	TRA	TRAV9-1*01	TRAJ4*02	0
TRA_548	TRA	TRAV9-1*01	TRAJ43*02	0
TRA_549	TRA	TRAV9D-1*01	TRAJ13*01	0
TRA_550	TRA	TRAV9D-1*01	TRAJ22*01	0
TRA_551	TRA	TRAV9D-1*01	TRAJ15*01	0
TRA_552	TRA	TRAV9D-1*01	TRAJ52*01	0
TRA_553	TRA	TRAV9D-1*01	TRAJ26*01	0
TRA_554	TRA	TRAV9D-1*01	TRAJ25*02	0
TRA_555	TRA	TRAV9D-1*01	TRAJ25*01	0
TRA_556	TRA	TRAV9D-1*01	TRAJ43*01	0
TRA_557	TRA	TRAV9D-1*01	TRAJ35*02	0
TRA_558	TRA	TRAV9D-1*01	TRAJ53*01	0
TRA_559	TRA	TRAV9D-1*01	TRAJ31*02	0
TRA_560	TRA	TRAV9D-1*01	TRAJ31*01	0
TRA_561	TRA	TRAV9D-1*01	TRAJ29*01	0
TRA_562	TRA	TRAV9D-1*01	TRAJ6*01	1
TRA_563	TRA	TRAV9D-1*01	TRAJ49*01	1
TRA_564	TRA	TRAV9D-1*01	TRAJ45*02	1
TRA_565	TRA	TRAV9D-1*01	TRAJ32*02	1
TRA_566	TRA	TRAV9D-1*01	TRAJ35*01	1
TRA_567	TRA	TRAV9D-1*01	TRAJ7*01	1
TRA_568	TRA	TRAV9D-1*01	TRAJ5*01	1
TRA_569	TRA	TRAV9D-1*01	TRAJ12*01	1
TRA_570	TRA	TRAV9D-1*01	TRAJ41*01	1
TRA_571	TRA	TRAV9D-1*01	TRAJ42*01	2
TRA_572	TRA	TRAV9D-1*01	TRAJ9*02	2
TRA_573	TRA	TRAV9D-1*01	TRAJ9*01	2
TRA_574	TRA	TRAV9D-1*01	TRAJ19*01	2
TRA_575	TRA	TRAV9D-1*01	TRAJ16*01	2
TRA_576	TRA	TRAV9D-1*01	TRAJ48*01	2
TRA_577	TRA	TRAV9D-1*01	TRAJ12*02	2
TRA_578	TRA	TRAV9D-1*01	TRAJ40*01	2
TRA_579	TRA	TRAV9D-1*01	TRAJ44*01	2
TRA_580	TRA	TRAV9D-1*01	TRAJ42*02	2
TRA_581	TRA	TRAV9D-1*01	TRAJ34*02	2
TRA_582	TRA	TRAV9D-1*01	TRAJ34*01	2
TRA_584	TRA	TRAV9D-1*01	TRAJ24*02	2
TRA_585	TRA	TRAV9D-1*01	TRAJ27*01	1
TRA_586	TRA	TRAV9D-1*01	TRAJ38*01	1
TRA_587	TRA	TRAV9D-1*01	TRAJ28*01	1
TRA_588	TRA	TRAV9D-1*01	TRAJ24*01	1
TRA_589	TRA	TRAV9D-1*01	TRAJ30*01	1
TRA_590	TRA	TRAV9D-1*01	TRAJ11*01	1
TRA_591	TRA	TRAV9D-1*01	TRAJ37*01	0
TRA_592	TRA	TRAV9D-1*01	TRAJ18*01	0
TRA_593	TRA	TRAV9D-1*01	TRAJ50*01	0
TRA_594	TRA	TRAV9D-1*01	TRAJ21*02	0
TRA_595	TRA	TRAV9D-1*01	TRAJ39*01	0
TRA_596	TRA	TRAV9D-1*01	TRAJ45*01	0
TRA_597	TRA	TRAV9D-1*01	TRAJ2*01	0
TRA_598	TRA	TRAV9D-1*01	TRAJ57*01	0
TRA_599	TRA	TRAV9D-1*01	TRAJ23*01	0
TRA_600	TRA	TRAV9D-1*01	TRAJ32*01	0
TRA_601	TRA	TRAV9D-1*01	TRAJ17*01	0
TRA_602	TRA	TRAV9D-1*01	TRAJ47*01	0
TRA_603	TRA	TRAV9D-1*01	TRAJ58*01	0
TRA_604	TRA	TRAV9D-1*01	TRAJ47*02	0
TRA_605	TRA	TRAV9D-1*01	TRAJ33*01	0
TRA_606	TRA	TRAV9D-1*01	TRAJ56*01	0
TRA_607	TRA	TRAV9D-1*01	TRAJ21*01	0
TRA_608	TRA	TRAV9D-1*01	TRAJ4*02	0
TRA_609	TRA	TRAV9D-1*01	TRAJ43*02	0
TRA_610	TRA	TRAV6D-7*03	TRAJ42*01	0
TRA_611	TRA	TRAV6D-7*03	TRAJ9*02	0
TRA_612	TRA	TRAV6D-7*03	TRAJ9*01	0
TRA_613	TRA	TRAV6D-7*03	TRAJ19*01	0
TRA_614	TRA	TRAV6D-7*03	TRAJ16*01	0
TRA_615	TRA	TRAV6D-7*03	TRAJ48*01	0
TRA_616	TRA	TRAV6D-7*03	TRAJ12*02	0
TRA_617	TRA	TRAV6D-7*03	TRAJ40*01	0
TRA_618	TRA	TRAV6D-7*03	TRAJ44*01	0
TRA_619	TRA	TRAV6D-7*03	TRAJ13*01	1
TRA_620	TRA	TRAV6D-7*03	TRAJ22*01	1
TRA_621	TRA	TRAV6D-7*03	TRAJ15*01	1
TRA_622	TRA	TRAV6D-7*03	TRAJ52*01	1
TRA_623	TRA	TRAV6D-7*03	TRAJ26*01	1
TRA_624	TRA	TRAV6D-7*03	TRAJ25*02	1
TRA_625	TRA	TRAV6D-7*03	TRAJ25*01	1
TRA_626	TRA	TRAV6D-7*03	TRAJ43*01	1
TRA_627	TRA	TRAV6D-7*03	TRAJ35*02	1
TRA_628	TRA	TRAV6D-7*03	TRAJ53*01	1
TRA_629	TRA	TRAV6D-7*03	TRAJ31*02	1
TRA_630	TRA	TRAV6D-7*03	TRAJ31*01	1
TRA_631	TRA	TRAV6D-7*03	TRAJ29*01	1
TRA_632	TRA	TRAV6D-7*03	TRAJ6*01	2
TRA_633	TRA	TRAV6D-7*03	TRAJ49*01	2
TRA_634	TRA	TRAV6D-7*03	TRAJ45*02	2
TRA_635	TRA	TRAV6D-7*03	TRAJ32*02	2
TRA_636	TRA	TRAV6D-7*03	TRAJ35*01	2
TRA_637	TRA	TRAV6D-7*03	TRAJ7*01	2
TRA_638	TRA	TRAV6D-7*03	TRAJ5*01	2
TRA_639	TRA	TRAV6D-7*03	TRAJ12*01	2
TRA_640	TRA	TRAV6D-7*03	TRAJ41*01	2
TRA_641	TRA	TRAV6D-7*03	TRAJ27*01	2
TRA_642	TRA	TRAV6D-7*03	TRAJ38*01	2
TRA_643	TRA	TRAV6D-7*03	TRAJ28*01	2
TRA_644	TRA	TRAV6D-7*03	TRAJ24*01	2
TRA_645	TRA	TRAV6D-7*03	TRAJ30*01	2
TRA_646	TRA	TRAV6D-7*03	TRAJ11*01	2
TRA_647	TRA	TRAV6D-7*03	TRAJ37*01	1
TRA_648	TRA	TRAV6D-7*03	TRAJ18*01	1
TRA_649	TRA	TRAV6D-7*03	TRAJ50*01	1
TRA_650	TRA	TRAV6D-7*03	TRAJ21*02	1
TRA_651	TRA	TRAV6D-7*03	TRAJ39*01	1
TRA_652	TRA	TRAV6D-7*03	TRAJ45*01	1
TRA_653	TRA	TRAV6D-7*03	TRAJ2*01	1
TRA_654	TRA	TRAV6D-7*03	TRAJ57*01	1
TRA_655	TRA	TRAV6D-7*03	TRAJ23*01	1
TRA_656	TRA	TRAV6D-7*03	TRAJ32*01	1
TRA_657	TRA	TRAV6D-7*03	TRAJ17*01	1
TRA_658	TRA	TRAV6D-7*03	TRAJ47*01	1
TRA_659	TRA	TRAV6D-7*03	TRAJ58*01	1
TRA_660	TRA	TRAV6D-7*03	TRAJ47*02	1
TRA_661	TRA	TRAV6D-7*03	TRAJ33*01	1
TRA_662	TRA	TRAV6D-7*03	TRAJ56*01	1
TRA_663	TRA	TRAV6D-7*03	TRAJ21*01	1
TRA_664	TRA	TRAV6D-7*03	TRAJ4*02	1
TRA_665	TRA	TRAV6D-7*03	TRAJ43*02	1
TRA_666	TRA	TRAV6D-7*03	TRAJ42*02	0
TRA_667	TRA	TRAV6D-7*03	TRAJ34*02	0
TRA_668	TRA	TRAV6D-7*03	TRAJ34*01	0
TRA_670	TRA	TRAV6D-7*03	TRAJ24*02	0
TRA_671	TRA	TRAV18*01	TRAJ13*01	0
TRA_672	TRA	TRAV18*01	TRAJ22*01	0
TRA_673	TRA	TRAV18*01	TRAJ15*01	0
TRA_674	TRA	TRAV18*01	TRAJ52*01	0
TRA_675	TRA	TRAV18*01	TRAJ26*01	0
TRA_676	TRA	TRAV18*01	TRAJ25*02	0
TRA_677	TRA	TRAV18*01	TRAJ25*01	0
TRA_678	TRA	TRAV18*01	TRAJ43*01	0
TRA_679	TRA	TRAV18*01	TRAJ35*02	0
TRA_680	TRA	TRAV18*01	TRAJ53*01	0
TRA_681	TRA	TRAV18*01	TRAJ31*02	0
TRA_682	TRA	TRAV18*01	TRAJ31*01	0
TRA_683	TRA	TRAV18*01	TRAJ29*01	0
TRA_684	TRA	TRAV18*01	TRAJ6*01	1
TRA_685	TRA	TRAV18*01	TRAJ49*01	1
TRA_686	TRA	TRAV18*01	TRAJ45*02	1
TRA_687	TRA	TRAV18*01	TRAJ32*02	1
TRA_688	TRA	TRAV18*01	TRAJ35*01	1
TRA_689	TRA	TRAV18*01	TRAJ7*01	1
TRA_690	TRA	TRAV18*01	TRAJ5*01	1
TRA_691	TRA	TRAV18*01	TRAJ12*01	1
TRA_692	TRA	TRAV18*01	TRAJ41*01	1
TRA_693	TRA	TRAV18*01	TRAJ42*01	2
TRA_694	TRA	TRAV18*01	TRAJ9*02	2
TRA_695	TRA	TRAV18*01	TRAJ9*01	2
TRA_696	TRA	TRAV18*01	TRAJ19*01	2
TRA_697	TRA	TRAV18*01	TRAJ16*01	2
TRA_698	TRA	TRAV18*01	TRAJ48*01	2
TRA_699	TRA	TRAV18*01	TRAJ12*02	2
TRA_700	TRA	TRAV18*01	TRAJ40*01	2
TRA_701	TRA	TRAV18*01	TRAJ44*01	2
TRA_702	TRA	TRAV18*01	TRAJ42*02	2
TRA_703	TRA	TRAV18*01	TRAJ34*02	2
TRA_704	TRA	TRAV18*01	TRAJ34*01	2
TRA_706	TRA	TRAV18*01	TRAJ24*02	2
TRA_707	TRA	TRAV18*01	TRAJ27*01	1
TRA_708	TRA	TRAV18*01	TRAJ38*01	1
TRA_709	TRA	TRAV18*01	TRAJ28*01	1
TRA_710	TRA	TRAV18*01	TRAJ24*01	1
TRA_711	TRA	TRAV18*01	TRAJ30*01	1
TRA_712	TRA	TRAV18*01	TRAJ11*01	1
TRA_713	TRA	TRAV18*01	TRAJ37*01	0
TRA_714	TRA	TRAV18*01	TRAJ18*01	0
TRA_715	TRA	TRAV18*01	TRAJ50*01	0
TRA_716	TRA	TRAV18*01	TRAJ21*02	0
TRA_717	TRA	TRAV18*01	TRAJ39*01	0
TRA_718	TRA	TRAV18*01	TRAJ45*01	0
TRA_719	TRA	TRAV18*01	TRAJ2*01	0
TRA_720	TRA	TRAV18*01	TRAJ57*01	0
TRA_721	TRA	TRAV18*01	TRAJ23*01	0
TRA_722	TRA	TRAV18*01	TRAJ32*01	0
TRA_723	TRA	TRAV18*01	TRAJ17*01	0
TRA_724	TRA	TRAV18*01	TRAJ47*01	0
TRA_725	TRA	TRAV18*01	TRAJ58*01	0
TRA_726	TRA	TRAV18*01	TRAJ47*02	0
TRA_727	TRA	TRAV18*01	TRAJ33*01	0
TRA_728	TRA	TRAV18*01	TRAJ56*01	0
TRA_729	TRA	TRAV18*01	TRAJ21*01	0
TRA_730	TRA	TRAV18*01	TRAJ4*02	0
TRA_731	TRA	TRAV18*01	TRAJ43*02	0
TRA_732	TRA	TRAV18*02	TRAJ13*01	0
TRA_733	TRA	TRAV18*02	TRAJ22*01	0
TRA_734	TRA	TRAV18*02	TRAJ15*01	0
TRA_735	TRA	TRAV18*02	TRAJ52*01	0
TRA_736	TRA	TRAV18*02	TRAJ26*01	0
TRA_737	TRA	TRAV18*02	TRAJ25*02	0
TRA_738	TRA	TRAV18*02	TRAJ25*01	0
TRA_739	TRA	TRAV18*02	TRAJ43*01	0
TRA_740	TRA	TRAV18*02	TRAJ35*02	0
TRA_741	TRA	TRAV18*02	TRAJ53*01	0
TRA_742	TRA	TRAV18*02	TRAJ31*02	0
TRA_743	TRA	TRAV18*02	TRAJ31*01	0
TRA_744	TRA	TRAV18*02	TRAJ29*01	0
TRA_745	TRA	TRAV18*02	TRAJ6*01	1
TRA_746	TRA	TRAV18*02	TRAJ49*01	1
TRA_747	TRA	TRAV18*02	TRAJ45*02	1
TRA_748	TRA	TRAV18*02	TRAJ32*02	1
TRA_749	TRA	TRAV18*02	TRAJ35*01	1
TRA_750	TRA	TRAV18*02	TRAJ7*01	1
TRA_751	TRA	TRAV18*02	TRAJ5*01	1
TRA_752	TRA	TRAV18*02	TRAJ12*01	1
TRA_753	TRA	TRAV18*02	TRAJ41*01	1
TRA_754	TRA	TRAV18*02	TRAJ42*01	2
TRA_755	TRA	TRAV18*02	TRAJ9*02	2
TRA_756	TRA	TRAV18*02	TRAJ9*01	2
TRA_757	TRA	TRAV18*02	TRAJ19*01	2
TRA_758	TRA	TRAV18*02	TRAJ16*01	2
TRA_759	TRA	TRAV18*02	TRAJ48*01	2
TRA_760	TRA	TRAV18*02	TRAJ12*02	2
TRA_761	TRA	TRAV18*02	TRAJ40*01	2
TRA_762	TRA	TRAV18*02	TRAJ44*01	2
TRA_763	TRA	TRAV18*02	TRAJ42*02	2
TRA_764	TRA	TRAV18*02	TRAJ34*02	2
TRA_765	TRA	TRAV18*02	TRAJ34*01	2
TRA_767	TRA	TRAV18*02	TRAJ24*02	2
TRA_768	TRA	TRAV18*02	TRAJ27*01	1
TRA_769	TRA	TRAV18*02	TRAJ38*01	1
TRA_770	TRA	TRAV18*02	TRAJ28*01	1
TRA_771	TRA	TRAV18*02	TRAJ24*01	1
TRA_772	TRA	TRAV18*02	TRAJ30*01	1
TRA_773	TRA	TRAV18*02	TRAJ11*01	1
TRA_774	TRA	TRAV18*02	TRAJ37*01	0
TRA_775	TRA	TRAV18*02	TRAJ18*01	0
TRA_776	TRA	TRAV18*02	TRAJ50*01	0
TRA_777	TRA	TRAV18*02	TRAJ21*02	0
TRA_778	TRA	TRAV18*02	TRAJ39*01	0
TRA_779	TRA	TRAV18*02	TRAJ45*01	0
TRA_780	TRA	TRAV18*02	TRAJ2*01	0
TRA_781	TRA	TRAV18*02	TRAJ57*01	0
TRA_782	TRA	TRAV18*02	TRAJ23*01	0
TRA_783	TRA	TRAV18*02	TRAJ32*01	0
TRA_784	TRA	TRAV18*02	TRAJ17*01	0
TRA_785	TRA	TRAV18*02	TRAJ47*01	0
TRA_786	TRA	TRAV18*02	TRAJ58*01	0
TRA_787	TRA	TRAV18*02	TRAJ47*02	0
TRA_788	TRA	TRAV18*02	TRAJ33*01	0
TRA_789	TRA	TRAV18*02	TRAJ56*01	0
TRA_790	TRA	TRAV18*02	TRAJ21*01	0
TRA_791	TRA	TRAV18*02	TRAJ4*02	0
TRA_792	TRA	TRAV18*02	TRAJ43*02	0
TRA_854	TRA	TRAV8D-2*02	TRAJ42*01	0
TRA_855	TRA	TRAV8D-2*02	TRAJ9*02	0
TRA_856	TRA	TRAV8D-2*02	TRAJ9*01	0
TRA_857	TRA	TRAV8D-2*02	TRAJ19*01	0
TRA_858	TRA	TRAV8D-2*02	TRAJ16*01	0
TRA_859	TRA	TRAV8D-2*02	TRAJ48*01	0
TRA_860	TRA	TRAV8D-2*02	TRAJ12*02	0
TRA_861	TRA	TRAV8D-2*02	TRAJ40*01	0
TRA_862	TRA	TRAV8D-2*02	TRAJ44*01	0
TRA_863	TRA	TRAV8D-2*02	TRAJ13*01	1
TRA_864	TRA	TRAV8D-2*02	TRAJ22*01	1
TRA_865	TRA	TRAV8D-2*02	TRAJ15*01	1
TRA_866	TRA	TRAV8D-2*02	TRAJ52*01	1
TRA_867	TRA	TRAV8D-2*02	TRAJ26*01	1
TRA_868	TRA	TRAV8D-2*02	TRAJ25*02	1
TRA_869	TRA	TRAV8D-2*02	TRAJ25*01	1
TRA_870	TRA	TRAV8D-2*02	TRAJ43*01	1
TRA_871	TRA	TRAV8D-2*02	TRAJ35*02	1
TRA_872	TRA	TRAV8D-2*02	TRAJ53*01	1
TRA_873	TRA	TRAV8D-2*02	TRAJ31*02	1
TRA_874	TRA	TRAV8D-2*02	TRAJ31*01	1
TRA_875	TRA	TRAV8D-2*02	TRAJ29*01	1
TRA_876	TRA	TRAV8D-2*02	TRAJ6*01	2
TRA_877	TRA	TRAV8D-2*02	TRAJ49*01	2
TRA_878	TRA	TRAV8D-2*02	TRAJ45*02	2
TRA_879	TRA	TRAV8D-2*02	TRAJ32*02	2
TRA_880	TRA	TRAV8D-2*02	TRAJ35*01	2
TRA_881	TRA	TRAV8D-2*02	TRAJ7*01	2
TRA_882	TRA	TRAV8D-2*02	TRAJ5*01	2
TRA_883	TRA	TRAV8D-2*02	TRAJ12*01	2
TRA_884	TRA	TRAV8D-2*02	TRAJ41*01	2
TRA_885	TRA	TRAV8D-2*02	TRAJ27*01	2
TRA_886	TRA	TRAV8D-2*02	TRAJ38*01	2
TRA_887	TRA	TRAV8D-2*02	TRAJ28*01	2
TRA_888	TRA	TRAV8D-2*02	TRAJ24*01	2
TRA_889	TRA	TRAV8D-2*02	TRAJ30*01	2
TRA_890	TRA	TRAV8D-2*02	TRAJ11*01	2
TRA_891	TRA	TRAV8D-2*02	TRAJ37*01	1
TRA_892	TRA	TRAV8D-2*02	TRAJ18*01	1
TRA_893	TRA	TRAV8D-2*02	TRAJ50*01	1
TRA_894	TRA	TRAV8D-2*02	TRAJ21*02	1
TRA_895	TRA	TRAV8D-2*02	TRAJ39*01	1
TRA_896	TRA	TRAV8D-2*02	TRAJ45*01	1
TRA_897	TRA	TRAV8D-2*02	TRAJ2*01	1
TRA_898	TRA	TRAV8D-2*02	TRAJ57*01	1
TRA_899	TRA	TRAV8D-2*02	TRAJ23*01	1
TRA_900	TRA	TRAV8D-2*02	TRAJ32*01	1
TRA_901	TRA	TRAV8D-2*02	TRAJ17*01	1
TRA_902	TRA	TRAV8D-2*02	TRAJ47*01	1
TRA_903	TRA	TRAV8D-2*02	TRAJ58*01	1
TRA_904	TRA	TRAV8D-2*02	TRAJ47*02	1
TRA_905	TRA	TRAV8D-2*02	TRAJ33*01	1
TRA_906	TRA	TRAV8D-2*02	TRAJ56*01	1
TRA_907	TRA	TRAV8D-2*02	TRAJ21*01	1
TRA_908	TRA	TRAV8D-2*02	TRAJ4*02	1
TRA_909	TRA	TRAV8D-2*02	TRAJ43*02	1
TRA_910	TRA	TRAV8D-2*02	TRAJ42*02	0
TRA_911	TRA	TRAV8D-2*02	TRAJ34*02	0
TRA_912	TRA	TRAV8D-2*02	TRAJ34*01	0
TRA_914	TRA	TRAV8D-2*02	TRAJ24*02	0
TRA_915	TRA	TRAV8N-2*01	TRAJ13*01	0
TRA_916	TRA	TRAV8N-2*01	TRAJ22*01	0
TRA_917	TRA	TRAV8N-2*01	TRAJ15*01	0
TRA_918	TRA	TRAV8N-2*01	TRAJ52*01	0
TRA_919	TRA	TRAV8N-2*01	TRAJ26*01	0
TRA_920	TRA	TRAV8N-2*01	TRAJ25*02	0
TRA_921	TRA	TRAV8N-2*01	TRAJ25*01	0
TRA_922	TRA	TRAV8N-2*01	TRAJ43*01	0
TRA_923	TRA	TRAV8N-2*01	TRAJ35*02	0
TRA_924	TRA	TRAV8N-2*01	TRAJ53*01	0
TRA_925	TRA	TRAV8N-2*01	TRAJ31*02	0
TRA_926	TRA	TRAV8N-2*01	TRAJ31*01	0
TRA_927	TRA	TRAV8N-2*01	TRAJ29*01	0
TRA_928	TRA	TRAV8N-2*01	TRAJ6*01	1
TRA_929	TRA	TRAV8N-2*01	TRAJ49*01	1
TRA_930	TRA	TRAV8N-2*01	TRAJ45*02	1
TRA_931	TRA	TRAV8N-2*01	TRAJ32*02	1
TRA_932	TRA	TRAV8N-2*01	TRAJ35*01	1
TRA_933	TRA	TRAV8N-2*01	TRAJ7*01	1
TRA_934	TRA	TRAV8N-2*01	TRAJ5*01	1
TRA_935	TRA	TRAV8N-2*01	TRAJ12*01	1
TRA_936	TRA	TRAV8N-2*01	TRAJ41*01	1
TRA_937	TRA	TRAV8N-2*01	TRAJ42*01	2
TRA_938	TRA	TRAV8N-2*01	TRAJ9*02	2
TRA_939	TRA	TRAV8N-2*01	TRAJ9*01	2
TRA_940	TRA	TRAV8N-2*01	TRAJ19*01	2
TRA_941	TRA	TRAV8N-2*01	TRAJ16*01	2
TRA_942	TRA	TRAV8N-2*01	TRAJ48*01	2
TRA_943	TRA	TRAV8N-2*01	TRAJ12*02	2
TRA_944	TRA	TRAV8N-2*01	TRAJ40*01	2
TRA_945	TRA	TRAV8N-2*01	TRAJ44*01	2
TRA_946	TRA	TRAV8N-2*01	TRAJ42*02	2
TRA_947	TRA	TRAV8N-2*01	TRAJ34*02	2
TRA_948	TRA	TRAV8N-2*01	TRAJ34*01	2
TRA_950	TRA	TRAV8N-2*01	TRAJ24*02	2
TRA_951	TRA	TRAV8N-2*01	TRAJ27*01	1
TRA_952	TRA	TRAV8N-2*01	TRAJ38*01	1
TRA_953	TRA	TRAV8N-2*01	TRAJ28*01	1
TRA_954	TRA	TRAV8N-2*01	TRAJ24*01	1
TRA_955	TRA	TRAV8N-2*01	TRAJ30*01	1
TRA_956	TRA	TRAV8N-2*01	TRAJ11*01	1
TRA_957	TRA	TRAV8N-2*01	TRAJ37*01	0
TRA_958	TRA	TRAV8N-2*01	TRAJ18*01	0
TRA_959	TRA	TRAV8N-2*01	TRAJ50*01	0
TRA_960	TRA	TRAV8N-2*01	TRAJ21*02	0
TRA_961	TRA	TRAV8N-2*01	TRAJ39*01	0
TRA_962	TRA	TRAV8N-2*01	TRAJ45*01	0
TRA_963	TRA	TRAV8N-2*01	TRAJ2*01	0
TRA_964	TRA	TRAV8N-2*01	TRAJ57*01	0
TRA_965	TRA	TRAV8N-2*01	TRAJ23*01	0
TRA_966	TRA	TRAV8N-2*01	TRAJ32*01	0
TRA_967	TRA	TRAV8N-2*01	TRAJ17*01	0
TRA_968	TRA	TRAV8N-2*01	TRAJ47*01	0
TRA_969	TRA	TRAV8N-2*01	TRAJ58*01	0
TRA_970	TRA	TRAV8N-2*01	TRAJ47*02	0
TRA_971	TRA	TRAV8N-2*01	TRAJ33*01	0
TRA_972	TRA	TRAV8N-2*01	TRAJ56*01	0
TRA_973	TRA	TRAV8N-2*01	TRAJ21*01	0
TRA_974	TRA	TRAV8N-2*01	TRAJ4*02	0
TRA_975	TRA	TRAV8N-2*01	TRAJ43*02	0
TRA_976	TRA	TRAV8D-2*01	TRAJ13*01	0
TRA_977	TRA	TRAV8D-2*01	TRAJ22*01	0
TRA_978	TRA	TRAV8D-2*01	TRAJ15*01	0
TRA_979	TRA	TRAV8D-2*01	TRAJ52*01	0
TRA_980	TRA	TRAV8D-2*01	TRAJ26*01	0
TRA_981	TRA	TRAV8D-2*01	TRAJ25*02	0
TRA_982	TRA	TRAV8D-2*01	TRAJ25*01	0
TRA_983	TRA	TRAV8D-2*01	TRAJ43*01	0
TRA_984	TRA	TRAV8D-2*01	TRAJ35*02	0
TRA_985	TRA	TRAV8D-2*01	TRAJ53*01	0
TRA_986	TRA	TRAV8D-2*01	TRAJ31*02	0
TRA_987	TRA	TRAV8D-2*01	TRAJ31*01	0
TRA_988	TRA	TRAV8D-2*01	TRAJ29*01	0
TRA_989	TRA	TRAV8D-2*01	TRAJ6*01	1
TRA_990	TRA	TRAV8D-2*01	TRAJ49*01	1
TRA_991	TRA	TRAV8D-2*01	TRAJ45*02	1
TRA_992	TRA	TRAV8D-2*01	TRAJ32*02	1
TRA_993	TRA	TRAV8D-2*01	TRAJ35*01	1
TRA_994	TRA	TRAV8D-2*01	TRAJ7*01	1
TRA_995	TRA	TRAV8D-2*01	TRAJ5*01	1
TRA_996	TRA	TRAV8D-2*01	TRAJ12*01	1
TRA_997	TRA	TRAV8D-2*01	TRAJ41*01	1
TRA_998	TRA	TRAV8D-2*01	TRAJ42*01	2
TRA_999	TRA	TRAV8D-2*01	TRAJ9*02	2
TRA_1000	TRA	TRAV8D-2*01	TRAJ9*01	2
TRA_1001	TRA	TRAV8D-2*01	TRAJ19*01	2
TRA_1002	TRA	TRAV8D-2*01	TRAJ16*01	2
TRA_1003	TRA	TRAV8D-2*01	TRAJ48*01	2
TRA_1004	TRA	TRAV8D-2*01	TRAJ12*02	2
